_id_|RATE PER MILE|RATE POSTED|MARKET RATE|SHIPPER NAME|SHIPPER CONTACT NUMBER|EQUIPMENT TYPE|PICKUP DATE|ORIGIN CITY|DIST FROM ORIGIN|DEST CITY|DISTANCE FROM DESTINATION|WEIGHT|MILES
535|$2.04|$400||LOGISTIC|716-308-6118|V|Jul-22|SAN ANTONIO|253|HOUSTON|0|43000 |196
536||||PLS LOGI|469-513-4854|V|Jul-22|SAN SABA|125|EUNICE|200||456
537|$2.23|$550||GLOBAL H|210-349-4600|V|Jul-22|SEGUIN|267|DALLAS|241|45000 |247
538|$2.13|$525||JJT LOGI|531-365-3555|V|Jul-22|SEGUIN|267|DALLAS|241||247
539|$2.21|$525||JJT LOGI|531-365-3555|V|Jul-22|SEGUIN|267|FT WORTH|260||238
540||||PLS LOGI|314-768-9360|V|Jul-22|SHEPPARD AFB|147|SHREVEPORT|237||332
541||||RYAN TRA|888-492-3627|V|Jul-22|SHERMAN|231|KATY|22|44000 |322
542||||SUPPLY C|512-442-9959|V|Jul-22|SUDAN|214|HUTCHINS|231||406
543||||HUB HIGH|412-787-6210|V|Jul-22|SUNNYVALE|195|LAKE CHARLES|147|1000 |335
544|$2.21|$374||RT & T L|815-261-1217|V|Jul-22|TAYLOR|214|DALLAS|241|44687 |169
545||||TRINITYE|972-317-8911|VA|Jul-22|TEMPLE|182|SAN ANTONIO|195|15000 |146
546|$2.32|$475||ONLINE F|651-468-6868|V|Jul-22|TYLER|275|MAGNOLIA|50|43000 |205
547||||EPES LOG|855-600-8664|V|Jul-22|TYLER|275|HOUSTON|0|14592 |220
548||||TANDEM L|512-388-9433|V|Jul-22|VON ORMY|265|WEATHERFORD|278|35000 |308
549||||TTS LLC|972-924-9919|V|Jul-22|WACO|183|KILGORE|199|20000 |204
550||||XPO LOGI|855-744-7976|V|Jul-22|WACO|183|DESOTO|230||83
551||||COYOTE L|773-799-2118|VR|Jul-22|WACO|183|BATON ROUGE|277|43335 |453
552||||FREIGHT|662-432-4300|V|Jul-22|WACO|183|FORNEY|239|42000 |116
553|$1.68|$500||AMINO TR|972-330-2804|V|Jul-22|WEATHERFORD|121|HOMER|285|20500 |297
554|$1.68|$500||AMINO TR|972-905-1391|V|Jul-22|WEATHERFORD|121|HOMER|285|20500 |297
555||||MOX LOGI|305-282-3330|V|Jul-22|WILMER|187|SEALY|47|38094 |222
556||||MOX LOGI|305-282-3330|V|Jul-22|WILMER|187|PALESTINE|150|38100 |96
557|$3.50|$451||US XPRES|312-660-2222|V|Jul-22|WILMER|187|LONGVIEW|208|44482 |129
558|$2.26|$501||US XPRES|312-660-2222|V|Jul-22|WILMER|187|HOUSTON|0|29605 |222
559||||USA TRUC|972-677-6171|V|Jul-22|WILMER|187|NEW BRAUNFELS|176|40725 |244
